21987	60.185	60.406	60.568	60.662	60.714	60.724	60.722	60.71	60.688	60.676	60.642	60.608	60.52	60.393	60.227	60.019	59.761	59.473	59.183	58.886
21977	60.174	60.408	60.575	60.669	60.713	60.72	60.718	60.713	60.7	60.679	60.65	60.608	60.52	60.396	60.229	60.017	59.765	59.476	59.173	58.878
21968	60.187	60.416	60.58	60.678	60.721	60.73	60.724	60.715	60.702	60.685	60.655	60.605	60.526	60.404	60.229	60.02	59.764	59.475	59.171	58.896
21958	60.189	60.424	60.58	60.68	60.716	60.734	60.726	60.72	60.696	60.691	60.654	60.605	60.525	60.41	60.242	60.025	59.77	59.475	59.179	58.886
21948	60.187	60.42	60.577	60.679	60.725	60.731	60.726	60.72	60.713	60.689	60.662	60.614	60.532	60.403	60.244	60.021	59.765	59.483	59.186	58.902
21939	60.195	60.42	60.587	60.688	60.727	60.735	60.733	60.725	60.707	60.695	60.668	60.613	60.534	60.411	60.239	60.033	59.773	59.487	59.182	58.907
21929	60.195	60.428	60.592	60.682	60.722	60.741	60.729	60.722	60.715	60.701	60.668	60.619	60.537	60.411	60.246	60.033	59.77	59.486	59.18	58.916
21919	60.198	60.425	60.59	60.683	60.734	60.741	60.736	60.729	60.721	60.699	60.671	60.623	60.536	60.411	60.247	60.034	59.777	59.497	59.199	58.905
21910	60.196	60.428	60.597	60.697	60.737	60.747	60.745	60.73	60.711	60.702	60.678	60.622	60.542	60.421	60.246	60.028	59.777	59.501	59.199	58.903
21900	60.202	60.431	60.592	60.691	60.735	60.747	60.746	60.73	60.723	60.705	60.672	60.627	60.545	60.421	60.25	60.045	59.786	59.495	59.204	58.903
21890	60.212	60.435	60.594	60.695	60.748	60.749	60.742	60.741	60.729	60.711	60.68	60.631	60.545	60.421	60.252	60.044	59.793	59.503	59.203	58.925
21881	60.218	60.434	60.599	60.703	60.747	60.75	60.757	60.74	60.729	60.714	60.685	60.637	60.544	60.422	60.259	60.042	59.795	59.502	59.203	58.924
21871	60.222	60.446	60.606	60.698	60.744	60.757	60.747	60.75	60.728	60.719	60.691	60.632	60.555	60.426	60.264	60.048	59.797	59.51	59.212	58.922
21862	60.222	60.449	60.611	60.704	60.756	60.756	60.754	60.747	60.74	60.723	60.687	60.636	60.556	60.431	60.258	60.052	59.794	59.514	59.209	58.925
21852	60.218	60.448	60.615	60.709	60.75	60.768	60.76	60.75	60.738	60.728	60.685	60.642	60.562	60.43	60.275	60.059	59.8	59.503	59.222	58.927
21842	60.222	60.453	60.608	60.718	60.757	60.771	60.756	60.754	60.743	60.724	60.692	60.637	60.559	60.437	60.264	60.06	59.797	59.527	59.225	58.925
